text,basic_relationship,subtype_label
"  And the next time dont go around saying such heresy You survived the fire at the movie house But no one can save you from the fire of Hell,  You understand now You see it clearly,  But Alfredo what youre saying is horrifying,  YeahGetting theres downhill and all the saints help you But coming back The saints stand there watching you thats all Gods will be done",pleasant,Diverse Work
"  What difference does it make to find an explanation Thats the way it went But Alfredo didnt betray you he was the only one who really understood you Salvatore if you had chosen to be with me youd have never made your films And that would have been a pity Because theyre wonderful Ive seen them all  But you shouldnt have gone and changed your name You should have kept your own,  He wasnt crazy In the beginning I was upset I think I really hated him But then with time I understood what he saidand your silence too,  I told him Id take his advice But before I went away I left you that note  I was on my way down the stairs ,  Nor have I Even though you disappeared  But whats the point of talking about it We risk being pathetic and ridiculous  You still live in Rome,  Politics Hes the district representative We met at the University in Pisa,  All things considered yes Even if it wasnt what I dreamt of then,  One or two Bur therere not all that many Salvatores  Ive got a son toohes older And you do you have children,  Of course I remember him Im sorry You were terribly fond of him,  Dont be sillyIm old  Dont look at me like that please  Whyd you come back,  The son of one of his colleagues Dont act that way Well talk about it later Wait for me Thursday at the Cinema Paradiso Ill be coming with the five oclock bus,  He wont be convinced Salvatore He has other plans for me,  No Salvatore Youd better go Its my father,  I got back today You cant imagine the excuses I had to make up to be here,  You have a great future as a driver If they dont arrest you first,  For what,  Butwho,  Father I have sinned,  Yes nice day  Ive got to go now Byebye,  Hi Why are you running,  Elena My names Elena",pleasant,Diverse Work
"  And I never asked for one You have nothing to explain I always thought that what you did was right and that was that With no beating around the bush  Only one thing made me suffer bolting the door shut before going to bed at night,  You shouldnt tell me that now After all these years  I put all your things in here Go in go in,  See how pretty the house is We did everything over  If it hadnt been for you  Come I have a surprise  You must be tired If you want to rest theres time before the funeral,  Its not true No Its not true Ill show you hes coming back,  Then wheres the money,  It takes years to get there And years to come backNow go to bed Toto its late",friend,Superficial Acquaintance
"  Of course,  There are no objections to my staying here with her are there,  Thank you  I cant imagine how Mrs Kane came to make such a silly mistake  The sedative Dr Wagner gave her is in a somewhat larger bottle   I suppose the strain of preparing for her trip has excited and confused her",pleasant,Diverse Work
  The nurse has complete instructions but if you care to talk to me at any time I should be only too glad   I shall be here in the morning,friend,Close Acquaintance
"  You dont have to show me anything Mr Rogers  I believe you,  I think I understand Mr Rogers but I wonder if  ,  Charles  Your  your breaking this mans neck   would scarcely explain this note   Serious consequences for Mr Kane   for myself and for my son  What does this note mean Miss ",pleasant,Diverse Work
"  Youve made your point perfectly clear Mr Kane  Good day,  I understand that you have political ambitions  Unfortunately you seem incapable of allowing any other opinion but your own ,  I know the facts Mr Kane  And I happen to have the incredible insolence to differ with you as to what they mean  Youre a man of great talents Mr Kane,  I must refuse to allow you to continue in this vein Mr Kane,  It is the unanimous opinion of my Cabinent  in which I concur  that the proposed leases are in the best interests of the Governement and the people  You are not I hope suggesting that these interests are not indentical",family,Consanguine
"  You cant,  If youre interested in what people say Signor Matisti I may be able to enlighten you a bit  The newspapers for instance  Im an authority on what the papers will say Signor Matisti because I own eight of them between here and San Francisco  Its all right dear Signor Matisti is going to listen to reason  Arent you maestro ,  Your job isnt to give Mrs Kane your opinion of her talents Youre supposed to train her voice Nothing more",family,Consanguine
  Maybe wed better wait for more word on the Presidents condition,pleasant,Diverse Work
"  Hey Nurse,  On your way out stop at a cigar store will you and send me up a couple of cigars,  Brief marriage  Ten years ,  Oh yes  I know about Mr Rawlston,  David Grobleski  Davis   My dear Rawlston  ,  I can remember everything  Thats my curse young man  Its the greatest curse thats ever been inflicted on the human race  Memory   I was his oldest friend  As far as I was concerned he behaved like swine  Maybe I wasnt his friend  If I wasnt he never had one  Maybe I was what nowadays you call a stooge ,  Never mind   Bernstein told you about the first days at the office didnt he  Well Charlie was a bad newspaper man even then  He entertained his readers but he never told them the truth,  You dont happen to have a cigar do you  Ive got a young physician  must remember to ask to see his license  the odds are a hundred to one he hasnt got one  who thinks Im going to stop smoking  I changed the subject didnt I  Dear dear  What a disagreeable old man Ive become  You want to know what I think of Charlie Kane  Well  I suppose he has some private sort of greatness But he kept it to himself  He never  gave himself away   He never gave anything away  He just  left you a tip  He had a generous mind  I dont suppose anybody ever had so many opinions  That was because he had the power to express them and Charlie lived on power and the excitement of using it   But he didnt believe in anything except Charlie Kane  He never had a conviction in his life  I guess he died without one   That must have been pretty unpleasant  Of course a lot of us check out with no special conviction about death  But we do know what were leaving  we believe in something  Youre absolutely sure you havent got a cigar",family,Conjugal
  Mr Leland you were ,pleasant,Diverse Work
"  This is Mr Thatcher Charles,  Where do I sign Mr Thatcher,  I want you to stop all this nonsense Jim",pleasant,Diverse Work
"  Kanes last words arent they Jerry  That was Jerrys angle wasnt it Jerry Did you ever find out what it means Jerry,  Or Rosebud  How about it Jerry,  I wonder how they put all those pieces together",pleasant,Mentoring
"  Ill get to it right away Mr Rawlston,  But dont you think if we release it now  hes only been dead four days  it might be better than if ,  Yes sir,  I know but ",family,Consanguine
"  The banks are out of luck eh,  What do you think all that is worth Mr Thompson,  See what I mean  He was a little gone in the head  the last couple of years anyway  but I knew how to handle him  That Rosebud  that dont mean anything  I heard him say it He just said Rosebud and then he dropped that glass ball and it broke on the floor  He didnt say anything about that so I knew he was dead  He said all kind of things I couldnt make out  But I knew how to take care of him,  Yes and no,  Yeah  I guess he wasnt very happy those last years  he didnt have much reason to be ",family,Consanguine
  Who told you you could sit down here,family,Conjugal
"  Ill come down in a week or so and see her again  Say you might be able to help me  When she used to talk about Kane  did she ever happen to say anything  about Rosebud,  Im not from a newspaper exactly I ,  Ill have a highball",pleasant,Diverse Work
"  Ill just take the gum,  Jesus,  Its not the same,  Well if its already too late,  Unnhh,  Whats this,  Youre shittin me,  What the hell is that,  What is this a poll,  Are you serious,  Am I sure about what,  Am I sure",friend,Superficial Acquaintance
"  Shock trauma Shes going to need years of therapy after this My question is How did she come to have sex with the dead man,  I cant say for certain until we get him back to the lab but my guess is he was masturbating his heart seized and he died Thats when the girl found him  Something smells like shoe polish,  No I place the time of death at about threetwenty,  With this guy locked in,  Then who operated the store,  I thought you just said you played hockey and went to a funeral,  Wait a second Who was working here today,  What time was this",pleasant,Diverse Work
"  Yeah,  Peptic ulcer,  So Im no more responsible for my own decisions while Im here at work than say the Death Squad soldiers in Bosnia,  Whats your point,  Annoying Customer,  Lenins Tomb,  Hey neither did ET but that was a great movie right",family,Consanguine
"  We get what twelve minutes of game and its over Fuck Fuck Fuck Fuck  Im not even supposed to be here today,  You only brought one ball,  All right Jesus you fuckers are pushy,  Ive got a responsibility here I cant let everybody grab free drinks,  So So nobodys going to want to pay for these Gatorades,  If you grab a Gatorade then everybodys going to grab one",family,Conjugal
"  Are you open,  Thats sick Dante,  She said one time you set up a tent on the beach and you guys did it in the middle of this big rainstorm,  Oh yeah You were the built older guy with the black Trans and the big,  Oh my God Youre Rick Derris,  To an Asian design major,  Oh I know If I had to work here all day Id be bloated and out of shape too,  Thats tight Solid,  No way,  My exboyfriend was about his height but he was much bulkier He could bench twofifty three hundred easy,  I dont know I cant really tell from here",pleasant,Diverse Work
"  I dont know She was senile and shit Used to piss herself all the time Cmon Silent Bob,  Ive had girlfriends but all they wanted from me was weed and shit  Shit my grandma used to say Which is better a good plate with nothing on it No wait I fucked up She said Whats a goodlooking plate with nothing on it,  Damn She sure goes out of her way,  I dont know dude That Caitlin chicks nice But I see that Veronica girl doing shit for you all the time She brings you food she rubs your back Didnt I see her change your tire one day,  And whatyou were gonna dump her to date that Caitlin chick,  Is she that girl whos down here all the time She came here today carrying a plate of food,  Dont you already have a girlfriend,  You used to go out with her,  Probably saw that Caitlin chick I know I felt like beatin it when I saw her  Come here bitch You like this Is this what you want Hunhh,  Thats fucked up Yo I heard he was jerkin off,  Hey man what happened with that old guy,  So why do you sell it for so much more Ill tell you whybecause people come here and theyre like A dollar eighty for soda I should get it at Food City But I dont feel like driving there Ill just buy it here so I dont have to drive up there Thats exploiting a weakness too isnt it,  At Food City its ninetynine cents plus tax,  All right How much is Pepsi here,  Whats that mean,  And these arent my drugsI just sell them,  Relax brother What I mean is that you sell the stuff in this store at the highest prices around A dollar seventynine for wrapswhats that shit,  I work just like you Youre more of a crook than I am dude,  Listen to you Oh shit Oh I dont hang out with drug dealers,  Wanna come to this party tonight Theres gonna be some pussy there man,  We get off about the same time every night We should hang out  You get high,  Pay the good man  Dont you close soon,  Hell yes whatever that means Now Im gonna head over to Atlantic drink some beers get ripped and please Godget laid  EZ Wider oneandahalfs,  Im not dealing,  Yeah you cocksmoking clerk,  Bout the biggest pair you ever seen NYNNE",pleasant,Diverse Work
"  Are there any balls down there,  If youll just tell me the title of your rental choice Ill have him hold it for you,  Actually thats his night job,  No he was probably just resting his eyes,  Im sure he wasnt sleeping",friend,Superficial Acquaintance
  Its not like its a demanding job Id like to get paid to sit on my ass and watch TV The other day I walked in there and that sonofabitch was sleeping,friend,Superficial Acquaintance
"  Here Now leave me alone,  The porno mags,  I said go ahead,  You know you probably couldve been home already in the time its taken you to get in there,  Jesus go ahead,  Yeah okay Go ahead,  Yeah but,  Actually it is kind of rough,  The white kind,  Uh sure Go ahead Its back through the cooler,  Um yeah but its for employees only,  Oh Can I help you,  And he got cancer by chewing fluorescent bulb glass,  So Im told,  Im trying",friend,Close Acquaintance
"  A word of advice Sometimes its best to let those hard to reach chips go,  Ill throw this out Precautionary measure,  I think its coming now,  Maybe we should soap your hand or something",friend,Close Acquaintance
"  You hold the counter and Ill pull,  But I didnt sell cigarettes to any kid,  Yeah but I didnt sell cigarettes to any kids,  I didnt do that,  WHAT,  Whats this,  Dante Hicks Why What is this about,  Ive been here since six oclock this morning Why,  What,  Yes  Im not out of shape",pleasant,Diverse Work
  You open,pleasant,Diverse Work
"  Did he say making fuck,  That doesnt sound metal,  What did he say,  No way,  He only speaks Russian,  No way,  Hes your cousin,  Scumbag What are you doing",pleasant,Diverse Work
"  Does he sing in English or Russian,  He really wants to play metal,  Is he staying here",friend,Close Acquaintance
"  Screw you,  Well this is the last time I ever rent here,  You hope what feels good,  I only pointed out that you werent paying any attention to what I was saying,  I beg your pardon,  I dont think your manager would appreciate,  Well how about these two movies ",pleasant,Diverse Work
  Youve never heard anybody say anything about either movie,friend,Superficial Acquaintance
"  Yo Ill see you at that party  Ill see you there,  Yo dont sell all that Cause Im gonna get the cash and buy it from you at John Ks Youre gonna bring it right,  Youre gonna be at John Ks party,  How long you gonna be here,  Yo I dont have that kind of cash",friend,Superficial Acquaintance
"  Im going to have a word with that asshole,  After all that Ive done for that fuck And he wants to be with that slut Fine He can have his slut,  No Im more furious Im pissed off I feel like hes been killing time while he tries to grow the balls to tell me how he really feels and then he cant even do it  He has his friend do it for him,  Im not sad,  I I dont know what to say",friend,Superficial Acquaintance
"  Bye  That was Snowball,  I will Take it easy,  I just talked to her on Monday We still hang out on weekends,  No Im just visiting my man  Dante this is Willam Black  This is Dante Hicks my boyfriend,  Willam",pleasant,Diverse Work
  Gabe  Hey man  Gabe  Its Gabe,pleasant,Diverse Work
"  Fuck you,  Hey lets get something straight If Im gonna die Im gonna die but youre always gonna be the asshole so just shoot alright,  Nothing just tourist souvenirs",pleasant,Diverse Work
"  Sowhat are you blind son This is a banana eating a monkey nature in reverse,  What usually eats a banana,  So what do you see",pleasant,Diverse Work
"  WHEN SHES SAFE,  You do and the spring thaw is going to be worth a lot of cash,  Youre getting warmer,  Copy  Jessie go to the top of Bitker ladder,  Qualen glad you stuck around There should be a few hundred cops looking to meet you,  I need my bolt gun and an ice axe,  Looks like the Tower  Its a bad climb,  Bags,  It cant fly in this weather",pleasant,Diverse Work
"  You keep it  Get up there if you can and if you get a chance do me a favor and kill him,  Not on that leg,  Give him the money,  My pleasure,  Would you,  If you want do it  I dont care,  And you werent looking into her eyes when she fell  Now drop it,  Look it was a bad time for everybody,  There wasnt time for anything else,  I did what I thought was right,  Look I know,  Im here for the same reason you are so lets do it,  When we get this group down Im gone,  I was with Jessie she filled me in,  The clips not gonna hold,  Im coming out,  Remember keep your arms and legs within the vehicle at all times,  Rescue One  have located helpless climber please prepare uidiot lineu for transport over,  Funny he told me he twisted it gettin out of a hot tub,  Hey anything for a friend Hows the knee",pleasant,Diverse Work
"  Theres a lot more where that came from  Youre not leaving again,  What about you,  Gabe  Wait til I get over there  Tie the rope so I can come across,  Dont lay any guilt on me Suicides a personal thing best done alone,  Forget it  I refuse,  Im going to wrap it around your throat,  Enoughs enough  How could anybody in their right mind then again you never were in your right mind,  I wont do it  No way,  Are you crazy  Has the altitude shrunk your brain Gabe,  Handholds  I can barely see them,  Oh good For a minute I thought youd lost your mind,  What about you,  My heart cant take much more of this  Look if we climb down from here itll take two hours to get back to the station,  Forget it  Youre in no shape to climb alone I stayed with you this far and you didnt drop me so I owe you Cmon lets go  Hurry up time is money,  If we go along the northern ridge we can get there first,  Im holding you to that  Gabe what about Frank,  Thanks for holding on,  Dont let me fall,  Gabe,  Frank  No Frank  Frank,  Ive never weighed 135 lbs,  Never,  This rope is sixty years old,  What,  We might be able to go that way,  Get it,  No luck,  Gabe are you alright,  Can you see light,  If we dont get out of here soon we can ask him in person,  Breathtaking,  Want me to lead,  Ive gone this far and right now I think Im in better shape than you,  If youre not using your arm can I borrow it,  Gabeyour arm,  No actually it was more like mutual attacking,  Can you think of something more romantic than attacked,  It was great,  Remember the first time we came up here,  You still wear the cable necklace I gave you,  Neither can I  What do you think theyre doing now,  Im glad you find humor in this  Do you know what people would do for that,  What about you,  You know me Im a night person,  Excuse me,  For the same reason you did to help,  I cant  The radios at the bottom of the shaft  But Frankll be looking for me soon When he gets here Ill contact everybody from the chopper,  Wheres Hal whats going on,  Frank dropped me in the west valley and I hiked  You look frozen  Whats happening,  Looking for Hal  Oh my God I heard someone kick the door openyou came back,  Gabe,  Cant do it  I dont believe this  Dont you feel anything,  You mean the nerve,  What if he cant,  Thats not the issue here those people are  He cant do it alone,  If he gets up there and the weather gets as bad as it can theyll never make it down  He needs someone who has emergency medical training and knows every handhold on these peaks,  Thank God you didnt leave  We just got a Mayday  Seven climbers stranded off Comb Bluff The weathers pouring in fast and Hals gone up alone,  You know where everything is  Im late for my shift,  And I cant leave,  You come back after being gone almost a year and you expect me to just leave  This was uouru home now its umyu home  I cant leave  You can stay with me and believe me I want you to but to just take off for the wrong reasons I cant do it  And you shouldnt either,  Where,  Gabe did you come back to stay  You didnt,  Course maybe you dont have to wait until I faint,  Listen to you  The old mouthtomouth resuscitation routine huh,  A flare up,  Which could maybe what,  Resuscitation,  Im not going to faint but if I want to faint Ill faint okay,  Did I miss something,  Excuse me,  Youre saying I dont understand  Im the uonlyu one who does understand  Im the one you lived with for two years Im the one you made promises to Im the one who spent too many nights looking up at these rocks and wondering if you were ever going to make it down in once piece or ever at all  Believe me theres been times I didnt know what I wanted to do more love you or hate you  But the one thing in our relationship that I did know and still do know is that I uunderstand youu,  I dont understand,  Then turn it off Gabe because it doesnt get any better,  I was there you were the only one who didnt panic  So do everyone a favor dont hog all the guilt  You held on as long as you could  Yes everything did go wrong starting with Hal I mean what was he doing up on the Tower with a girl who could barely climb,  Why cant you believe that you did everything you could,  I know,  Had to leave  Believe me we all wanted to leavebut you know what  We stayed,  Maybe I can help Lets see if one night I got up and packed up all my things and drove away without leaving so much as a note and stayed away for months I think what Id want to do is come up with a well thoughtout reason,  Whereve you been,  Hello Gabriel,  Dont believe it  You know the trouble with you is you have no brain filter Everything you think just pours right out,  Oh please,  Enough,  You can stop right there,  He knows it well,  Oh my God  I cant recognize the face but the butt does look vaguely familiar ,  Wait I think I have them sighted  Whats the word Frank,  Patience my love patience",family,Consanguine
"  Now you get burned,  What the fuck you mean you burned it,  Your mouths writing a check your ass cant cash but if ya wanna buy some life bring me the money",pleasant,Diverse Work
"  What are you talking about,  Qualen go fuck yourself  The games overyou lost,  When he finds the money youre as dead as me,  There is,  Murdering motherfucker,  You son of a bitch  You said you wouldnt kill him,  For Christs sake theyre kids,  Its up there on the Tower,  No hes gone,  The only faster way up is the East Face and its smooth as glass  Maybe a dozen guys in the world could do it in good weather only a psycho would try it in a storm,  Jessie I reached the top of the Tower  So far no sign of anyone  Looks like a phoney call Over,  The best he can since you gave him nothing,  Right all the bullets we can eat,  What the hells going on",friend,Close Acquaintance
"  Yeah,  Climb Gabe climb,  uNegativeu  The winds are too high  Im going to ride out the storm here  Ill take shelter in the Douglas Exhibition Shaft Over and out,  Bob and Rick are in Denver  I gotta get up there as fast as possible  Frank get me a load of flares,  Youre looking at him,  Acknowledge  Winds are too strong to get a chopper up there Are you near any natural shelter Over,  Hold on baby hell get you",friend,Superficial Acquaintance
"  What the hell are you waiting for goddammit  Dont you see what hes doing  Hes hijacking the shipment,  Now I have jurisdiction  I said get your weapons,  Do you always transport through the air",pleasant,Diverse Work
  I dont know about totally,friend,Superficial Acquaintance
"  I dont give a shit Qualen  I had to be insane to ever tie up with a lowlife piece of shit like you  They beat us  A couple of fuckin hick mountain boys beat the man no law agency ever could,  No that sonofabitch Walker is alive,  I told you 50000 possible keycode combinations in fifteen second intervals,  Why the hell are we wasting time here,  Is it set,  You dumb bastard you waited too long  If he made it back this place would have been covered with police in a few hours  The way were moving its going to be anyway,  Were down to a few hours before the whole world shows up here  Wheres the next one,  Hes alive,  This way,  What about it,  We cant and he knows it,  I dont trust him,  Dont give him anything,  There whats that place,  Youre both with the mountain rescue team,  Dont use my name,  Why  What are you going to do,  Lets move your ass in there,  Somehow I didnt think youd wait for me if Id sent it first,  On my way  The cases are hooked up and ready",pleasant,Diverse Work
"  No no my boy No trouble at all Alex slowly sits,  Theyre very very important people and theyre interested in you Bell rings Julian rises,  Help you,  Yes They want to help,  She was very badly raped you see We were assaulted by a gang of vicious young hooligans in this house in this very room youre sitting in now I was left a helpless cripple The doctors said it was Pneumonia because it happened some months later during the flu epidemic The doctors told me it was Pneumonia but I knew what it was A victim of the modern age poor poor girl Suddenly his mood changes He wheels right up to Alex,  No Shes dead,  My wife Alex freezes,  Im so pleased you appreciate good wine Have another glass,  No my health doesnt allow it,  Try the wine,  Of course Food alright,  Good evening,  Then by God you have been sent here by providence Tortured in prison then thrown out to be tortured by the Police My heart goes out to you poor poor boy Oh you are not the first to come here in distress The Police are fond of bringing their victims to the outskirts of this village But it is providential that you who are also another kind of victim should come here But youre cold and shivering Julian draw a bath for this young man,  I know who you are Isnt it your picture in the newspapers Didnt I see you this morning on the video Are you not the poor victim of this horrible new technique",friend,Superficial Acquaintance
  Dear dear dear Whatever happened to you my boy Mr Alexander now confined to a wheelchair pushes himself away from his desk and rolls up to Julian The water drips off Alexs clothes They look at each other,pleasant,Diverse Work
"  Well shall we get down to it,  But first wed like to find out a few things about you,  Well as Ive said weve heard about you We are interested in your case We want to help you,  Feel like talking to us Answering a few questions,  Hahaha and how are you feeling now,  I understand that you had a rather unfortunate encounter with the Police tonight,  Hullo,  So this is the young man",pleasant,Diverse Work
"  Why didnt you let us know what was happening son,  Alex,  Eeee Ill put your breakfast in the oven Ive got to be off myself now,  Youve not been to school all week son",pleasant,Diverse Work
"  There there mother its alright He doesnt mean it You were in the papers again son It said they had done great wrong to you It said how the Government drove you to try and do yourself in and when you think about it son maybe it was our fault too in a way your homes your home when its all said and done son Em sobs,  Well all this needs thinking about son I mean we cant very well just kick Joe out Not just like that can we I mean Joe is here doing a job A contract it is two years Well we made like an arrangement didnt we Joe You see son Joes paid next months rent already so well whatever we do in the future we cant just say to Joe to get out now can we,  Oh well he met with like an accident He passed away Alex becomes a bit weepy,  Well That was all took away son by the Police New regulation about compensation for the victim,  Aye thats Joe He ummmm lives here now The lodger Thats what he is he he rents your room Alex confronts Joe,  Oh aye aye,  Aye,  Aye Glad to see you back lad,  Oh fine fi Keeping out of trouble you know,  Fine fine,  Hullo lad What a surprise good to see you",pleasant,Diverse Work
"  Im sure it wont be long now,  Its not that kind of a test But you seem well on the way to a complete recovery,  Good Im glad,  Yes,  Fine Well thats all there is to it Are you alright,  Good You can do whatever you like with these,  Good What do you want,  Good It wa your fault you sold me a crummy watch I want my money back,  Good The boy you always quarrelled with is seriously ill,  Yes Yes well dont think about it too long just say the first thing that pops into your mind,  Isnt the plumage beautiful,  Now then each of these slides needs a reply from one of the people in the picture Youll tell me what you think the person would say Alright,  Patients whove sustained the kind of injuries you have often have dreams of this sort Its all part of the recovery process,  Yes,  No Im going to show you some slides and you are going to tell me what you think about them Alright,  Just part of hospital routine,  Im your Psychiatrist,  Good Im doctor Taylor",friend,Close Acquaintance
  How are you feeling today,pleasant,Diverse Work
"  But Sir Missus I see that its wrong Its wrong because its like against like society Its wrong because everybody has the right to live and be happy without being tolchocked and knifed,  Yes,  That Using Ludwig van like that He did no harm to anyone Beethoven just wrote music,  Let me be sick I want to get up Get me something to be sick in Stop the film Please stop it I cant stand it any more Stop it please please",pleasant,Diverse Work
"  This is the poisonous young swine that near done me in Him and his friends beat me and kicked me and thumped me Alex breaks away again,  Its a stinking world because theres no law and order any more Its a stinking world because it lets the young get onto the old like you done Its no world for an old man any more What sort of a world is it at all Men on the moon and men spinning around the earth and theres not no attention paid to earthly law and order no more The Tramp starts singing again,  Can you can you spare some cutter me brothers Alex rams his stick into the Tramps stomach The boys laugh",pleasant,Diverse Work
"  It says that you are willing to have the residue of your sentence commuted to the Ludovico treatment Alex signs Governor gathers up papers Alex dots the last i and smiles,  You are to be reformed Tomorrow you go to this man Brodsky You wbe leaving here You will be transferred to the Ludovico Medical Facility It is believed that you will be able to leave State custody in a little over a fortnight I suppose that prospect pleases you,  Very good Chief Chief Guard turns to Alex,  Carry on Chief",pleasant,Diverse Work
"  Something to sharpen us up you especially We have the start,  The shiny stuff The Ice The big big big money is availables what Will the English says,  And theres Will the English in the Muscleman coffee mesto saying he can fence anything that anything that any malchick tries to crast",pleasant,Diverse Work
"  Are you feeling better,  Dyou think we should do something,  Aye You should have let us know lad not that were not very pleased to see you again All cured too eh,  Well its a surprise all right a bit bewildering too,  I wonder where exactly is it he goes to work of evenings",pleasant,Diverse Work
  Yes I heard Dyou know what time he got in last night,pleasant,Diverse Work
"  Then lets have it,  Its simple  What was your pal Louis first musical instrument,  Of course,  I never lie  Ask Max  Max have I lied yet,  Jazz question  What other kind is there  You get it right we roll with it  You disappear  Tonight  You dont go home you dont pack a bag you just leave townand nobody I mean nobody ever hears from you or sees you again,  I am a nice guy Daniel  With a job to do  You know how it is,  Fraid so,  The crowd had to dig it,  Unbelievable  you hearing this  Unbelievable,  Get outta here  You and Louis,  No,  You heard Armstrong play live  Ive never been this jealous  You get to talk to him,  Was it great  Better than great it had to be,  Jesus,  Youre kidding me",friend,Superficial Acquaintance
  I was just a young cat back then about nineteen bussin tables in this very place  Didnt pay but shit but that wasnt the point  Being around the music that was the thing  And I was  Take this one nightJuly 22 1964who walks in  Mr Louis Armstrong,family,Consanguine
"  Take him down  Save Richard Yip our witness,  No  Your cabbie is floating down a storm drain or stuffed in the trunk of a cab,  So,  Advance team two men stick to that goddamn cab stay in radio contact the rest of us follow in the van Nobody moves until the entire teams in place,  Pretty quiet down there  A cab just pulled up aside from that",pleasant,Diverse Work
"  I came to see you you look fine  We gotta go,  Im standing right here,  Mom Vincent  Vincent my mother Ida Rilke,  He paid for em,  Youre gonna cheer up,  I brought you flowers,  I got caught up at work",family,Consanguine
"  show me the wallet man get your ass up uupu,  Ill fuck you up you dont hand it over,  Yo whassup",unpleasant,Undesirable
"  Where you been the last two hours Your mothers been calling every ten minutes whining about how you didnt show up,  I give a shit whose fault it was youre payin,  uSou Aside from I hate talking to cops they tell me you crashed the shit out of it,  I just got off the phone with the cops  They called to check you brought the cab in,  Max  Dammit  uAnsweru",unpleasant,Undesirable
  Hell keep calling,pleasant,Mentoring
"  what do you want me to do punch him out  I have to work with him,  Im sorry I dont see it that way",unpleasant,Undesirable
"  Any special reason,  Who",pleasant,Diverse Work
"  Just drop me off,  Drop me off here,  You turned up a one way street,  Are you crazy,  Why the hell not,  She must be some girl,  But youll die  Youll squash yourself  Whats the point,  Geronimo,  Love  Loves just a pretty way of saying I want to sleep with you  Love is bullshit,  Excuse me",pleasant,Diverse Work
"  Whatever,  Then screw you  Ill rot,  Thats not what I mean  I want to see her,  Ill do it  On one condition  I want to make sure shes okay,  Im leaning toward no,  Im not a violent man Mr Lowry Not by nature anyhow  But if you hurt Liza in any way Ill kill you  Does that seem honorable,  Youre here because you figured I might show up,  You should think of me as Liza Suttons guardian angel,  I like that  A gun to your head and you ask about your partner Hes okay  May have a headache for a few days  Are you here with honorable intentions",pleasant,Diverse Work
"  I want this box rigged with a beacon,  In Jerrys safety deposit box,  Walters had nothing to do with your fathers murder,  I know the story  A federal judge  He denied a man in prison an appeal for a new trial,  You do recognize it then,  So youll believe what I tell you next  Because I need to find Jerry  And I dont think I can do that without you,  Belief is immaterial  Whats important is the truth Its been my job to find Jerry  Im very much responsible for him,  Jerry is dangerous  Jerry has killed ,  Yes thats right,  uMy dogu  One I intend to put to sleep  Extrapolate from there,  And what did I say,  It was  It was,  Me  I was a minor missionary a heretic really  But where else could a redblooded American boy lie cheat steal and kill with the sanction and blessings of the AllHighs  Besides now Im trying to pay my penance,  As in resulting in death  We pushed the envelope until it wasnt even an envelope anymore,  I am impressed  We used the distinctive cover as a sort of mental flash card,  MK ULTRA was terminated in 1973 But not the research It was renamed  EX CATCHER,  A vulgar pop term but yes  Take an ordinary man and turn him into an assassin  That was our goal,  Years ago I worked for the CIA in the MK ULTRA program  Are you familiar with it,  Please sit,  Reeducating trained killers in the ways of polite society Making sure the men whove gone over the edge wont hurt anyone That sort of thing,  Were very specialized,  Only on the football field,  The truth shall make you free,  Jerrys visits to your office Why do you tolerate them  Why him,  A charming term  Now uwhy himu,  uWhy youu,  Heres a fresh one  Why you Your colleague Mr Wilson says Jerry wont speak to anyone else That seems oddly possessive behavior to me,  And you have no idea where he lives,  It was my dog  Let me ask you a question  How long have you been acquainted with Jerry,  You were going to ask about my nose  The poor animal is slated to be destroyed today,  A dog bit it",pleasant,Diverse Work
"  What do I look like to you Switzerland,  Too bad  Because Im terrible at yes,  Look youre a nice guy but Im not really dating right now,  Working,  Working",pleasant,Diverse Work
"  That you come with me,  Dont go home  And dont go to work  Either one could be bad,  No idea  Honest  What are you going to do,  Jonas builds assassins for a living  Several of whom may be in place already  Wed like to kill a few birds with one stone,  Hes why I watch Jerry  Jerrys the bait for Jonas,  Im it really doesnt matter Think CIA and exponentiate Im a government employee and Ive been watching Jerry for awhile,  You think we have time to fool around like this  Come on,  What do you mean,  Yeah I do,  Go ahead  Well be right down,  Your call  Have a good night,  Its his show for now  Look you want to get some dinner  Inter Agency cooperation and all,  Wasnt my idea,  Youre welcome  Spooks  So you want to compare notes on this guy,  Thats the book Hinkley had on him when he shot Reagan,  Which way did he go,  Guys a CIA shrink  Here to ID Fletcher  They knew each other somehow,  While we walk  DC police want him for assault Secret Service for counterfeiting and were tracking him on a string of bank robberies  No one knows what the CIA wants him for,  Were waiting for jurisdictional problems to be cleared up  This guy Fletchers something else",pleasant,Diverse Work
"  I dont know  Ultimately their motives may be as incomprehensible as their technology,  Is it possible,  Yes sir,  Yes sir",pleasant,Diverse Work
"   Or youre our kind of people ,  How is that possible  How could all that information be encoded in ,  Okay fine theyve got the primes  but if youre right about there being another more significant transmission still to come ,  Dr Arroway let me first say ",friend,Close Acquaintance
"  So there wasnt any clothes in the machine  She was just sitting there on the floor with her ear pressed up against the Maytag Listening,  Last week about 3 AM Fish  Dr Fisher  was on a late shift and he found her doing laundry,  Nothing  Okay  Some of us have been a little not concerned exactly but,  Glad to have you David  Hows the new office",pleasant,Diverse Work
  What does it say,pleasant,Diverse Work
"  How can that be,  And,  Maybe itll be at the end of the data when the message recycles,  A third layer,  What",friend,Superficial Acquaintance
